sort-ID,pez_ID,ID ,shelter-partner ,county,sex-status,sex,altered,female,male,age ,age-formulas,age-months,age-stages-formula,agestages,juvenile,adult,breed ,purebred,large-mix,med-mix,sm-mix,size-formula,size,wt,wt-kg,intake-date,sp-intake-date,long-fur,short-fur,furlength,ticks ,EDTA,4DX-run,lymeseropos,anaseropos,ehrseropos,rickifa,4DX-hw,sum-tbd,tbdpos,multtbd,lyme-CS,lyme-lame,lyme-abnormal-pcv ,lyme-abnormal-urine ,anaplasma-CS,anaplasma-abnormal-pcv ,anaplasma-abnormal-urine ,,ehrlichia-CS,ehlrichia-abnormal-pcv ,ehlrichia-abnormal-plt-count,E.canis_Doyle,E.ewingii_Doyle,E.chaff_Doyle,A.platys_daSilva,A.phag_Draz,B.burg_Barb,Rick_Stenos,R.rick_Kato,Sum_TBD-sero,One-TBD-sero,Multi-TBD-sero,PCR-TBD,SERO+PCR,TBD+HW,ACUTE-only
432,H432,A46152092,Jackson,Jackson,Female,Female,0,1,0,5,0.4,0.4,Puppy,Puppy,1,0,mixed breed,0,0,0,1,Small,Small,18.3,8.32,11/23/2020,11/23/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
84,H84,A45263078,Lawrence,Lawrence,Female,Female,0,1,0,1 y,1,12,Adolescence,Adolescence,0,1,boxer mix,0,0,1,0,Medium,Medium,29,13.18,8/10/2020,8/3/2020,NA,NA,NA,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
127,H127,A45383327,Jackson,Jackson,Male,Male,0,0,1,1 y,1,12,Adolescence,Adolescence,0,1,boxer mix,0,1,0,0,Large,Large,46.5,21.14,8/26/2020,8/26/2020,0,1,short,N,Y,Y,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
137,H137,A45366790,Scioto,Scioto,Female,Female,0,1,0,1 y,1,1,Puppy,Puppy,0,1,hound mix,0,0,0,1,Small,Small,21.4,9.73,8/24/2020,8/20/2020,0,1,short,N,Y,N,NA,NA,NA,1,NA,1,1,0,,,,,,,,,,,,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0
154,H154,A44287576,owner surrender,Franklin,Spayed Female,Female,1,1,0,1 y,1,12,Adolescence,Adolescence,0,1,pit bull terrier mix,0,0,1,0,Medium,Medium,37,16.82,10/14/2020,10/14/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
155,H155,A45940070,Gallia,Gallia,Female,Female,0,1,0,1 y,1,1,Puppy,Puppy,0,1,catahoula mix,0,1,0,0,Large,Large,79,35.91,10/21/2020,10/5/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,NA,0
395,H395,A46305601,Jackson,Jackson,Female,Female,0,1,0,1 y,1,12,Adolescence,Adolescence,0,1,Australian shepherd mix,0,0,1,0,Medium,Medium,29,13.18,12/21/2020,12/17/2020,1,0,Long,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
73,H73,A45180036,Gallia,Gallia,Female,Female,0,1,0,1 year,1,12,Adolescence,Adolescence,0,1,Mixed breed,0,0,1,0,Medium,Medium,42,19.09,7/29/2020,7/29/2020,NA,NA,NA,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,0,4,1,1,0,0,0,0
437,H437,A46231482,Ross,Ross,Female,Female,0,1,0,1 year,1,1,Puppy,Puppy,0,1,Lab retriever mix,0,0,1,0,Medium,Medium,42.5,19.32,12/21/2020,12/8/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0
3,H3,A43840802,Lawrence,Lawrence,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,40,18.18,2/17/2020,2/10/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,H10,A44399537,Gallia,Gallia,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,67,30.45,5/28/2020,5/26/2020,0,1,short,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,H17,A43945192,Jackson,Jackson,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,hound mix,0,0,1,0,Medium,Medium,43.5,19.77,3/3/2020,2/25/2020,0,1,short,Y,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20,H20,A44873250,Jackson,Jackson,Female,Female,0,1,0,1 yr,1,12,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,29.5,13.41,6/16/2020,6/8/2020,0,1,short,Y,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21,H21,A44883099,Scioto,Scioto,Male,Male,0,0,1,1 YR,1,12,Adolescence,Adolescence,0,1,mixed breed medium,0,1,0,0,Large,Large,46.5,21.14,6/17/2020,6/15/2020,0,1,short,Y,Y,Y,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
22,H22,A44873212,Jackson,Jackson,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,46,20.91,6/16/2020,6/3/2020,0,1,short,Y,Y,Y,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
65,H65,A45163348,Ross,Ross,Female,Female,0,1,0,1 yr,1,12,Adolescence,Adolescence,0,1,australian cattle dog mix,0,0,1,0,Medium,Medium,33.5,15.23,7/27/2020,3/27/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
79,H79,A45229693,Jackson,Jackson,Male ,Male ,0,0,0,1 yr,1,12,Adolescence,Adolescence,0,1,australian cattle dog mix,0,0,1,0,Medium,Medium,42,19.09,8/5/2020,7/23/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
80,H80,A45229683,Jackson,Jackson,Female,Female,0,1,0,1 yr,1,12,Adolescence,Adolescence,0,1,american pit bull mix,0,0,1,0,Medium,Medium,40,18.18,8/5/2020,7/24/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
103,H103,A45288777,Jackson,Jackson,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,collie mix,0,1,0,0,Large,Large,52,23.64,8/13/2020,8/7/2020,NA,NA,NA,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
104,H104,A45288787,Jackson,Jackson,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,american pit bull mix,0,1,0,0,Large,Large,49,22.27,8/13/2020,8/2/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
108,H108,A45326208,Lawrence,Lawrence,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,pit bull terrier mix,0,1,0,0,Large,Large,51,23.18,8/18/2020,8/13/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,1,1,0,0,0,0,0
145,H145,A45617920,Jackson,Jackson,Female,Female,0,1,0,1 yr,1,12,Adolescence,Adolescence,0,1,Australin shepherd mix,0,0,1,0,Medium,Medium,25,11.36,9/24/2020,9/24/2020,1,0,Long,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
179,H179,A45946359,Jackson,Jackson,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,"mixed breed, small",0,0,0,1,Small,Small,15.8,7.18,10/22/2020,10/17/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
362,H362,A46272446,Ross,Ross,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,49,22.27,12/15/2020,11/10/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
364,H364,A46238073,Jackson,Jackson,Female,Female,0,1,0,1 yr,1,12,Adolescence,Adolescence,0,1,chihuahua mix,0,0,0,1,Small,Small,10.4,4.73,12/9/2020,12/4/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
374,H374,A46231490,Ross,Ross,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,Lab retriever mix,0,1,0,0,Large,Large,57.5,26.14,12/8/2020,12/8/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
389,H389,A46305608,Jackson,Jackson,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,hound,0,0,1,0,Medium,Medium,44,20,12/23/2020,12/14/2020,0,1,short,Y,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,3,1,1,0,0,0,0
392,H392,A46238127,Jackson,Jackson,Female,Female,0,1,0,1 yr,1,12,Adolescence,Adolescence,0,1,"greyhound, retriever mix",0,0,1,0,Medium,Medium,41.5,18.86,12/9/2020,12/8/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
407,H407,A46238087,Jackson,Jackson,Neutered Male,Male,1,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,golden retriever,1,1,0,0,Large,Large,84,38.18,12/9/2020,na,1,0,Long,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
409,H409,A46238133,Jackson,Jackson,Male,Male,0,0,1,1 yr,1,12,Adolescence,Adolescence,0,1,Akita mix,0,1,0,0,Large,Large,62,28.18,12/9/2020,12/4/2020,1,0,Long,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
424,H424,A46370330,Ross,Ross,Male ,Male ,0,0,0,1 yr,1,12,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,42,19.09,1/5/2021,12/17/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
434,H434,A46409991,Lawrence,Lawrence,Female,Female,0,1,0,1 yr,1,12,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,46,20.91,1/12/2021,1/6/2021,0,1,short,N,Y,Y,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
16,H16,A43936884,Lawrence,Lawrence,Female,Female,0,1,0,1 yr ,1,12,Adolescence,Adolescence,0,1,catahoula leopard mix,0,0,1,0,Medium,Medium,36.5,16.59,3/2/2020,2/26/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,H371,A46203726,Gallia,Gallia,Male,Male,0,0,1,1 yr ,1,12,Adolescence,Adolescence,0,1,GSD mix ,0,1,0,0,Large,Large,59,26.82,12/28/2020,11/23/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
402,H402,A46410099,Lawrence ,Lawrence,Male,Male,0,0,1,1 yr ,1,12,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,37,16.82,1/12/2021,1/6/2021,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
53,H53,A45062744,Lawrence,Lawrence,Male,Male,0,0,1,1.5 m,0.1,2,Puppy,Puppy,0,1,shepherd mix,0,0,0,1,Small,Small,4.37,1.99,7/13/2020,7/8/2020,NA,NA,NA,Y,Y,Y,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0
54,H54,A45062764,Lawrence,Lawrence,Female,Female,0,1,0,1.5 m,0.1,2,Puppy,Puppy,0,1,shepherd mix,0,0,0,1,Small,Small,4.12,1.87,7/13/2020,7/8/2020,NA,NA,NA,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
55,H55,A45062754,Lawrence,Lawrence,Male,Male,0,0,1,1.5 m,0.1,0.1,Puppy,Puppy,1,0,shepherd mix,0,0,0,1,Small,Small,3.81,1.73,7/13/2020,7/8/2020,NA,NA,NA,Y,N,N,NA,NA,NA,NA,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
117,H117,A45366698,Scioto,Scioto,Male,Male,0,0,1,1.5 y,1.5,18,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,35,15.91,8/24/2020,8/24/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,2,1,1,0,0,0,0
369,H369,A46245765,Gallia,Gallia,Female,Female,0,1,0,1.5 years,1.5,18,Adolescence,Adolescence,0,1,australian shepherd,1,0,1,0,Medium,Medium,39,17.73,12/10/2020,12/7/2020,0,1,short,Y,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
370,H370,A46245748,Gallia,Gallia,Female,Female,0,1,0,1.5 years,1.5,18,Adolescence,Adolescence,0,1,Australian shepherd mix,0,0,1,0,Medium,Medium,43,19.55,12/10/2020,12/7/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
375,H375,A46305540,Jackson,Jackson,Female,Female,0,1,0,1.5 years,1.5,18,Adolescence,Adolescence,0,1,mixed breed medium,0,0,0,1,Small,Small,21,9.55,12/21/2020,12/15/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
2,H2,A43840793,Lawrence,Lawrence,Male,Male,0,0,1,1.5 yr,1.5,18,Adolescence,Adolescence,0,1,Hound mix,0,1,0,0,Large,Large,45,20.45,2/17/2020,2/10/2020,0,1,short,Y,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
23,H23,A44882984,Scioto,Scioto,Male,Male,0,0,1,1.5 yr,1.5,1.5,Puppy,Puppy,0,1,mixed breed medium,0,1,0,0,Large,Large,70,31.82,6/17/2020,6/12/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0
24,H24,A44892129,Gallia,Gallia,Female,Female,0,1,0,1.5 yr,1.5,18,Adolescence,Adolescence,0,1,australian cattle dog,1,1,0,0,Large,Large,,35,6/18/2020,6/18/2020,0,1,short,N,Y,Y,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0
170,H170,A46025358,Ross,Ross,Male,Male,0,0,1,1.5 yr,1.5,18,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,28,12.73,11/3/2020,10/29/2020,0,1,short,Y,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,NA,1,0,NA,0,NA,0,NA,0,0,0,1,0,0,1
195,H195,A46113801,Gallia,Gallia,Female,Female,0,1,0,1.5 yr,1.5,18,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,70,31.82,11/17/2020,11/16/2020,0,1,short,N,Y,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
198,H198,A46113750,Gallia,Gallia,Male,Male,0,0,1,1.5 yr,1.5,18,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,22.7,10.32,11/17/2020,11/16/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
418,H418,A46370275,Ross,Ross,Neutered Male,Male,1,0,1,1.5 yr,1.5,18,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,52,23.64,1/5/2021,12/2/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
387,H387,A46370440,Ross,Ross,Male,Male,0,0,1,1.5 yr ,1.5,18,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,41,18.64,1/5/2021,11/25/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
12,H12,A44356204,Scioto,Scioto,Female,Female,0,1,0,10 m,0.8,10,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,25,11.36,5/21/2020,5/19/2020,0,1,short,Y,Y,Y,0,1,1,1,0,3,1,1,0,0,0,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0
14,H14,A44892139,Gallia,Gallia,Female,Female,0,1,0,10 m,0.8,10,Adolescence,Adolescence,0,1,"cur, mountain mix",0,0,1,0,Medium,Medium,34,15.45,6/18/2020,6/18/2020,0,1,short,Y,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
107,H107,A45326325,Lawrence,Lawrence,Male,Male,0,0,1,10 m,0.8,10,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,29.5,13.41,8/18/2020,8/13/2020,0,1,short,Y,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,2,1,1,0,0,0,0
116,H116,A45366824,Scioto,Scioto,Female,Female,0,1,0,10 m,0.8,10,Adolescence,Adolescence,0,1,boxer mix,0,0,1,0,Medium,Medium,28,12.73,8/24/2020,8/20/2020,0,1,short,Y,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
144,H144,A45637736,Ross,Ross,Spayed Female,Female,1,1,0,10 m,0.8,10,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,40,18.18,9/30/2020,na,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,0,1,1,0,0,0,0,0
158,H158,A45946345,Jackson,Jackson,Male,Male,0,0,1,10 m,0.8,10,Adolescence,Adolescence,0,1,rottweiler mix,0,1,0,0,Large,Large,57,25.91,10/22/2020,10/16/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
365,H365,A46203753,Gallia,Gallia,Male,Male,0,0,1,10 m,0.8,10,Adolescence,Adolescence,0,1,pointer mix,0,1,0,0,Large,Large,49.5,22.5,12/3/2020,11/23/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
420,H420,A46415897,Jackson,Jackson,Female,Female,0,1,0,10 m,0.8,10,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,38,17.27,1/13/2021,1/13/2021,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
363,H363,A46265479,Scioto,Scioto,Male,Male,0,0,1,10 mo,0.8,10,Adolescence,Adolescence,0,1,siberian husky mix,0,0,1,0,Medium,Medium,43.5,19.77,12/14/2020,12/14/2020,1,0,Long,N,Y,Y,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
388,H388,A46265465,Scioto,Scioto,Female,Female,0,1,0,10 months,0.8,10,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,38,17.27,12/14/2020,12/14/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
86,H86,A45263351,Lawrence,Lawrence,Male ,Male ,0,0,0,10 yr,10,120,Senior,Senior,0,1,pomeranian mix,0,0,0,1,Small,Small,14.6,6.64,8/10/2020,8/10/2020,1,0,Long,Y,Y,Y,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,1,1,0,0,0,0,0
192,H192,A46070578,Scioto,Scioto,Female,Female,0,1,0,10 yr,10,120,Senior,Senior,0,1,jack terrier mix,0,0,0,1,Small,Small,15,6.82,11/10/2020,11/3/2020,NA,NA,NA,Y,Y,Y,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
88,H88,A45270489,Scioto,Scioto,Female,Female,0,1,0,11 m,0.9,11,Adolescence,Adolescence,0,1,Lab retriever mix,0,0,1,0,Medium,Medium,30,13.64,8/11/2020,8/11/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
102,H102,A45238869,Gallia,Gallia,Female,Female,0,1,0,11 m,0.9,11,Adolescence,Adolescence,0,1,boxer mix,0,0,1,0,Medium,Medium,42.5,19.32,8/6/2020,8/6/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,2,1,1,0,0,1,0
109,H109,A45326289,Lawrence,Lawrence,Female,Female,0,1,0,11 m,0.9,0.9,Puppy,Puppy,1,0,australian cattle dog,1,0,0,1,Small,Small,19.7,8.95,8/18/2020,8/17/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,0,0,NA,0,0,1,1,0,0,0,0,0
124,H124,A45383364,Jackson,Jackson,Male,Male,0,0,1,11 m,0.9,11,Adolescence,Adolescence,0,1,boxer hound,0,1,0,0,Large,Large,47.5,21.59,8/30/2020,8/23/2020,0,1,short,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,,,,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
46,H46,A44983994,Gallia,Gallia,Female,Female,0,1,0,2 m,0.2,2,Puppy,Puppy,0,1,mixed breed medium,0,0,0,1,Small,Small,9.2,4.18,7/1/2020,7/1/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,0
50,H50,A44984005,Gallia,Gallia,Male,Male,0,0,1,2 m,0.2,2,Puppy,Puppy,0,1,mixed breed large,0,0,0,1,Small,Small,17.3,7.86,7/1/2020,7/1/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0
56,H56,A45062833,Lawrence,Lawrence,Female,Female,0,1,0,2 m,0.2,2,Puppy,Puppy,0,1,Retriever mix,0,0,0,1,Small,Small,3.87,1.76,7/13/2020,7/24/2020,NA,NA,NA,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,H61,A45078952,Scioto,Scioto,Male,Male,0,0,1,2 m,0.2,0.2,Puppy,Puppy,1,0,chihuahua mix,0,0,0,1,Small,Small,2.6,1.18,7/15/2020,7/11/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
97,H97,A45318550,Animal Friends Humane Society,Franklin,Male,Male,0,0,1,2 m,0.2,0.2,Puppy,Puppy,1,0,Pit bull mix,0,0,0,1,Small,Small,10.7,4.86,8/13/2020,na,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,1,0,1,NA,0,0,0,0,NA,0,0,2,1,1,0,0,1,0
405,H405,A46364005,Gallia ,Gallia,Male ,Male ,0,0,0,2 m,0.2,2,Puppy,Puppy,0,1,mixed breed large,0,0,0,1,Small,Small,10.8,4.91,1/4/2021,12/29/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
133,H133,A45569173,Lawrence,Lawrence,Female,Female,0,1,0,2 y,2,2,Puppy,Puppy,0,1,Alaskan husky mix,0,1,0,0,Large,Large,49.5,22.5,9/21/2020,9/14/2020,1,0,Long,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
