sort-ID,pez_ID,ID ,shelter-partner ,county,sex-status,sex,altered,female,male,age ,age-formulas,age-months,age-stages-formula,agestages,juvenile,adult,breed ,purebred,large-mix,med-mix,sm-mix,size-formula,size,wt,wt-kg,intake-date,sp-intake-date,long-fur,short-fur,furlength,ticks ,EDTA,4DX-run,lymeseropos,anaseropos,ehrseropos,rickifa,4DX-hw,sum-tbd,tbdpos,multtbd,lyme-CS,lyme-lame,lyme-abnormal-pcv ,lyme-abnormal-urine ,anaplasma-CS,anaplasma-abnormal-pcv ,anaplasma-abnormal-urine ,,ehrlichia-CS,ehlrichia-abnormal-pcv ,ehlrichia-abnormal-plt-count,E.canis_Doyle,E.ewingii_Doyle,E.chaff_Doyle,A.platys_daSilva,A.phag_Draz,B.burg_Barb,Rick_Stenos,R.rick_Kato,Sum_TBD-sero,One-TBD-sero,Multi-TBD-sero,PCR-TBD,SERO+PCR,TBD+HW,ACUTE-only
186,H186,A46032826,Jackson,Jackson,Male,Male,0,0,1,4 yr,4,48,Adult,Adult,0,1,"mixed breed, small",0,0,0,1,Small,Small,20.2,9.18,11/4/2020,11/4/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
190,H190,A46150933,Scioto,Scioto,Male,Male,0,0,1,4 yr,4,48,Adult,Adult,0,1,Retriever mix,0,1,0,0,Large,Large,55,25,11/23/2020,11/17/2020,0,1,short,N,Y,Y,1,0,1,0,0,2,1,1,1,0,0,1,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
199,H199,A46113819,Gallia,Gallia,Male,Male,0,0,1,4 yr,4,48,Adult,Adult,0,1,amer pit bull,0,1,0,0,Large,Large,76,34.55,11/18/2020,11/16/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
376,H376,A46203779,Gallia,Gallia,Male,Male,0,0,1,4 yr,4,48,Adult,Adult,0,1,mixed breed medium,0,0,1,0,Medium,Medium,22.2,10.09,12/3/2020,12/3/2020,0,1,short,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
384,H384,A46370226,Ross,Ross,Female,Female,0,1,0,4 yr,4,48,Adult,Adult,0,1,coonhound mix,0,1,0,0,Large,Large,56,25.45,1/5/2021,12/19/2020,0,1,short,N,Y,Y,1,0,1,0,0,2,1,1,1,0,0,1,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
386,H386,A46265511,Scioto,Scioto,Male,Male,0,0,1,4 yr,4,48,Adult,Adult,0,1,retriever,1,1,0,0,Large,Large,61,27.73,12/14/2020,12/14/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
393,H393,A46370398,Ross,Ross,Female,Female,0,1,0,4 yr,4,48,Adult,Adult,0,1,mixed breed medium,0,0,1,0,Medium,Medium,25.5,11.59,1/5/2021,12/24/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
406,H406,A46403408,Gallia,Gallia,Female,Female,0,1,0,4 yr,4,48,Adult,Adult,0,1,mixed breed large,0,1,0,0,Large,Large,56,25.45,1/11/2021,12/16/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
433,H433,A45972087,Lawrence,Lawrence,Male,Male,0,0,1,4 yr,4,48,Adult,Adult,0,1,pit bull mix,0,1,0,0,Large,Large,48,21.82,10/26/2020,10/1/2020,0,1,short,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
30,H30,A44983972,Gallia,Gallia,Male,Male,0,0,1,4 yr ,4,48,Adult,Adult,0,1,boxer mix,0,1,0,0,Large,Large,59,26.82,7/14/2020,7/1/2020,0,1,short,N,Y,Y,1,1,1,1,0,4,1,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,0,NA,1,0,NA,1
58,H58,A45079141,Scioto,Scioto,Female,Female,0,1,0,4 yr ,4,48,Adult,Adult,0,1,Staffordshire terrier mix,0,1,0,0,Large,Large,57,25.91,7/15/2020,7/10/2020,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,3,1,1,0,0,0,0
59,H59,A45079045,Scioto,Scioto,Male,Male,0,0,1,4 yr ,4,48,Adult,Adult,0,1,boxer mix,0,1,0,0,Large,Large,51,23.18,7/15/2020,7/15/2020,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,1,1,0,0,0,0,0
70,H70,A45187467,Scioto,Scioto,Female,Female,0,1,0,4 yr ,4,48,Adult,Adult,0,1,pit bull mix,0,1,0,0,Large,Large,56,25.45,7/30/2020,5/21/2020,0,1,short,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
398,H398,A46245698,Gallia,Gallia,Spayed Female,Female,1,1,0,4 yrs,4,48,Adult,Adult,0,1,terrier mix,0,0,1,0,Medium,Medium,24,10.91,12/10/2020,12/7/2020,1,0,Long,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
38,H38,A45044719,Jackson,Jackson,Male,Male,0,0,1,5 m,0.4,5,Puppy,Puppy,0,1,shepherd mix,0,0,1,0,Medium,Medium,43.5,19.77,7/10/2020,7/1/2020,1,0,Long,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,H63,A45163255,Ross,Ross,Female,Female,0,1,0,5 y,5,60,Adult,Adult,0,1,catahoula leopard mix,0,1,0,0,Large,Large,45.5,20.68,7/27/2020,7/24/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,2,1,1,0,0,0,0
83,H83,A45229699,Jackson,Jackson,Female,Female,0,1,0,5 y,5,60,Adult,Adult,0,1,boxer mix,0,1,0,0,Large,Large,51,23.18,8/5/2020,7/25/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,1,1,0,0,0,0,0
94,H94,A45313138,Scioto,Scioto,Female,Female,0,1,0,5 y,5,60,Adult,Adult,0,1,american pit bull mix,0,1,0,0,Large,Large,59,26.82,8/17/2020,8/12/2020,0,1,short,N,Y,Y,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,2,1,1,0,0,0,0
99,H99,A45288767,Jackson,Jackson,Male,Male,0,0,1,5 y,5,60,Adult,Adult,0,1,Retriever mix,0,0,1,0,Medium,Medium,39.5,17.95,8/13/2020,8/8/2020,1,0,Long,Y,Y,Y,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,,,,,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0
115,H115,A45366852,Scioto,Scioto,Female,Female,0,1,0,5 y,5,60,Adult,Adult,0,1,hound mix,0,0,1,0,Medium,Medium,31,14.09,8/24/2020,8/21/2020,0,1,short,Y,Y,Y,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
132,H132,A45568873,Lawrence,Lawrence,Female,Female,0,1,0,5 y,5,5,Puppy,Puppy,0,1,pit bull mix,0,1,0,0,Large,Large,53.5,24.32,9/21/2020,9/1/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
139,H139,A45585335,Ross,Ross,Male,Male,0,0,1,5 y,5,5,Puppy,Puppy,0,1,coonhound mix,0,1,0,0,Large,Large,59.5,27.05,9/23/2020,8/15/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
412,H412,A46415837,Jackson,Jackson,Male,Male,0,0,1,5 y,5,60,Adult,Adult,0,1,coonhound mix,0,1,0,0,Large,Large,53,24.09,1/13/2021,1/8/2021,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
62,H62,A45163262,Ross,Ross,Male,Male,0,0,1,5 y ,5,60,Adult,Adult,0,1,basset,1,1,0,0,Large,Large,48.5,22.05,7/27/2020,7/3/2020,0,1,short,N,Y,Y,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,0
403,H403,A46364010,Gallia,Gallia,Female ,Female ,0,0,0,5 y ,5,60,Adult,Adult,0,1,mixed breed large,0,1,0,0,Large,Large,51.5,23.41,1/4/2021,12/26/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,3,1,1,0,0,0,0
391,H391,A46279939,Athens,Athens,Male,Male,0,0,1,5 years,5,60,Adult,Adult,0,1,Retriever mix,0,1,0,0,Large,Large,54.5,24.77,12/16/2020,10/19/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
13,H13,A44399528,Gallia,Gallia,Female,Female,0,1,0,5 yr,5,60,Adult,Adult,0,1,coonhound,1,1,0,0,Large,Large,49.5,22.5,5/28/2020,5/26/2020,0,1,short,Y,Y,Y,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
57,H57,A45079119,Scioto,Scioto,Female,Female,0,1,0,5 yr,5,60,Adult,Adult,0,1,GSD ,1,1,0,0,Large,Large,71,32.27,7/21/2020,7/8/2020,1,0,Long,N,Y,Y,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
60,H60,A45079097,Scioto,Scioto,Male,Male,0,0,1,5 yr,5,60,Adult,Adult,0,1,mixed breed large,0,0,1,0,Medium,Medium,43,19.55,7/15/2020,7/15/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,1,1,0,0,0,0,0
159,H159,A45883710,Gallia,Gallia,Neutered Male,Male,1,0,1,5 yr,5,5,Puppy,Puppy,0,1,boxer mix,0,1,0,0,Large,Large,75,34.09,10/13/2020,10/13/2020,0,1,short,N,Y,N,NA,NA,NA,1,NA,1,1,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
180,H180,A46017605,Scioto,Scioto,Female,Female,0,1,0,5 yr,5,60,Adult,Adult,0,1,mixed breed medium,0,1,0,0,Large,Large,45.5,20.68,11/2/2020,10/19/2020,0,1,short,N,Y,Y,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
191,H191,A46150828,Scioto,Scioto,Male,Male,0,0,1,5 yr,5,60,Adult,Adult,0,1,mixed breed large,0,1,0,0,Large,Large,71,32.27,11/23/2020,11/15/2020,0,1,short,N,Y,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
197,H197,A46113832,Gallia,Gallia,Male,Male,0,0,1,5 yr,5,60,Adult,Adult,0,1,beagle mix,0,0,1,0,Medium,Medium,24,10.91,11/17/2020,11/16/2020,0,1,short,N,Y,Y,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
373,H373,A46279991,Athens,Athens,Male,Male,0,0,1,5 yr,5,60,Adult,Adult,0,1,mixed ,0,1,0,0,Large,Large,63,28.64,12/16/2020,12/3/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
377,H377,A46203756,Gallia,Gallia,Female,Female,0,1,0,5 yr,5,60,Adult,Adult,0,1,Lab retriever mix,0,0,1,0,Medium,Medium,41,18.64,12/3/2020,11/23/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,,0,0,NA,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
379,H379,A46370464,Ross,Ross,Spayed Female,Female,1,1,0,5 yr,5,60,Adult,Adult,0,1,mixed breed,0,0,1,0,Medium,Medium,35,15.91,1/5/2021,12/10/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
397,H397,A46272365,Ross,Ross,Neutered Male,Male,1,0,1,5 yr,5,60,Adult,Adult,0,1,Australian Cattle dog mix,0,1,0,0,Large,Large,58,26.36,12/15/2020,12/10/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
414,H414,A46378922,Jackson,Jackson,Male ,Male ,0,0,0,5 yr,5,60,Adult,Adult,0,1,mixed breed large,0,1,0,0,Large,Large,73.5,33.41,1/6/2021,1/6/2021,0,1,short,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0
422,H422,A46378969,Jackson,Jackson,Female ,Female ,0,0,0,5 yr,5,60,Adult,Adult,0,1,mixed breed small,0,0,1,0,Medium,Medium,22.7,10.32,1/6/2021,1/5/2021,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
436,H436,A46363841,Gallia,Gallia,Male,Male,0,0,1,5 yr,5,60,Adult,Adult,0,1,mixed breed ,0,1,0,0,Large,Large,52.5,23.86,1/4/2021,12/26/2020,0,1,short,N,Y,Y,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
74,H74,A45180071,Gallia,Gallia,Male,Male,0,0,1,6 m,0.5,6,Adolescence,Adolescence,0,1,Lab retriever mix,0,0,1,0,Medium,Medium,23.3,10.59,7/29/2020,7/29/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
82,H82,A45229668,Jackson,Jackson,Male,Male,0,0,1,6 m,0.5,6,Adolescence,Adolescence,0,1,hound mix,0,1,0,0,Large,Large,49,22.27,8/5/2020,8/1/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,2,1,1,0,0,1,0
151,H151,A45880830,Jackson,Jackson,Female,Female,0,1,0,6 m,0.5,6,Adolescence,Adolescence,0,1,amer pit bull,0,0,1,0,Medium,Medium,37,16.82,10/13/2020,10/2/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,0,1,1,0,0,0,0,0
189,H189,A46150841,Scioto,Scioto,Male,Male,0,0,1,6 m,0.5,6,Adolescence,Adolescence,0,1,coonhound mix,0,1,0,0,Large,Large,58,26.36,11/23/2020,11/17/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
200,H200,A46113792,Gallia,Gallia,Female,Female,0,1,0,6 m,0.5,6,Adolescence,Adolescence,0,1,american pit bull mix,0,0,1,0,Medium,Medium,26,11.82,11/19/2020,10/26/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
417,H417,A46370255,Ross,Ross,Male,Male,0,0,1,6 m,0.5,6,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,33.5,15.23,1/5/2021,12/23/2020,0,1,short,N ,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
372,H372,A46238145,Jackson,Jackson,Female,Female,0,1,0,6 mo,0.5,6,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,30.36,13.8,12/9/2020,12/3/2020,0,1,short,Y,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0
378,H378,A46238155,Jackson,Jackson,Female,Female,0,1,0,6 mo,0.5,6,Adolescence,Adolescence,0,1,coonhound mix,0,0,1,0,Medium,Medium,38.5,17.5,12/9/2020,12/3/2020,0,1,short,Y,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
429,H429,A46410085,Lawrence,Lawrence,Male,Male,0,0,1,6 mo,0.5,6,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,37,16.82,1/12/2021,1/5/2021,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,1,1,0,0,0,0,,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
140,H140,A45585595,Ross,Ross,Female,Female,0,1,0,6 y,6,6,Adolescence,Adolescence,0,1,terrier mix,0,1,0,0,Large,Large,56,25.45,9/23/2020,9/17/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,,,,NA,0,0,0,0,NA,0,0,1,1,NA,0,0,NA,0
37,H37,A44313083,Richland,Richland,Male,Male,0,0,1,6 yr,6,72,Adult,Adult,0,1,mixed breed large,0,1,0,0,Large,Large,70,31.82,5/14/2020,5/14/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,H81,A45229657,Jackson,Jackson,Male,Male,0,0,1,6 yr,6,72,Adult,Adult,0,1,mixed breed ,0,1,0,0,Large,Large,71.5,32.5,8/5/2020,8/5/2020,0,1,short,Y,Y,Y,1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
87,H87,A45270475,Scioto,Scioto,Female,Female,0,1,0,6 yr,6,72,Adult,Adult,0,1,mixed breed medium,0,0,1,0,Medium,Medium,33,15,8/11/2020,8/11/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,2,1,1,0,0,0,0
193,H193,A46070511,Scioto,Scioto,Female,Female,0,1,0,6 yr,6,72,Adult,Adult,0,1,mixed breed medium,0,0,1,0,Medium,Medium,30,13.64,11/10/2020,11/5/2020,0,1,short,Y,Y,Y,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
47,H47,A45044738,Jackson,Jackson,Male,Male,0,0,1,7 m,0.6,7,Adolescence,Adolescence,0,1,hound mix,0,0,1,0,Medium,Medium,35.5,16.14,7/10/2020,7/6/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,H77,A45180125,Gallia,Gallia,Male,Male,0,0,1,7 m,0.6,0.6,Puppy,Puppy,1,0,Retriever mix,0,1,0,0,Large,Large,49,22.27,7/29/2020,7/29/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,0,1,1,0,0,0,0,0
125,H125,A45383322,Jackson,Jackson,Female,Female,0,1,0,7 m,0.6,7,Adolescence,Adolescence,0,1,american pit bull mix,0,0,1,0,Medium,Medium,30.5,13.86,8/26/2020,8/20/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0
129,H129,A45480416,Gallia,Gallia,Female,Female,0,1,0,7 m,0.6,7,Adolescence,Adolescence,0,1,Australian cattle dog ,1,0,1,0,Medium,Medium,25,11.36,9/9/2020,9/5/2020,NA,NA,NA,N,Y,Y,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,3,1,1,0,0,0,0
130,H130,A45480425,Gallia,Gallia,Female,Female,0,1,0,7 m,0.6,7,Adolescence,Adolescence,0,1,Australian cattle dog ,1,0,1,0,Medium,Medium,29,13.18,9/9/2020,9/5/2020,NA,NA,NA,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
15,H15,A44399589,Gallia,Gallia,Male,Male,0,0,1,7 y,7,84,Senior,Senior,0,1,Beagle mix,0,0,1,0,Medium,Medium,27,12.27,5/28/2020,5/26/2020,0,1,short,Y,N,Y,1,0,1,NA,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0
48,H48,A45029629,Ross,Ross,Female,Female,0,1,0,7 y,7,84,Senior,Senior,0,1,Retriever mix,0,1,0,0,Large,Large,69,31.36,7/8/2020,7/4/2020,0,1,short,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,H106,A45270498,Scioto,Scioto,Male,Male,0,0,1,7 y,7,84,Senior,Senior,0,1,mixed breed medium,0,0,1,0,Medium,Medium,25,11.36,8/11/2020,8/5/2020,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
72,H72,A45180141,Gallia,Gallia,Male,Male,0,0,1,7 yr,7,84,Senior,Senior,0,1,Lab retriever mix,0,1,0,0,Large,Large,62,28.18,7/29/2020,7/29/2020,NA,NA,NA,N,Y,Y,1,1,1,1,0,4,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
85,H85,A45263053,Lawrence,Lawrence,Male,Male,0,0,1,7 yr,7,84,Senior,Senior,0,1,pug beagle mix,0,0,1,0,Medium,Medium,29,13.18,8/10/2020,8/4/2020,0,1,short,Y,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
175,H175,A46063173,Jackson,Jackson,Male,Male,0,0,1,7 yr,7,84,Senior,Senior,0,1,beagle mix,0,0,1,0,Medium,Medium,37.5,17.05,11/9/2020,11/4/2020,0,1,short,Y,Y,Y,1,0,1,1,0,3,1,1,1,1,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
394,H394,A46265538,Scioto,Scioto,Neutered Male,Male,1,0,1,7 yr,7,84,Senior,Senior,0,1,mixed breed medium,0,1,0,0,Large,Large,45,20.45,12/14/2020,12/14/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
67,H67,A45163375,Ross,Ross,Female,Female,0,1,0,8 m,0.7,8,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,48,21.82,7/27/2020,7/9/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
152,H152,A45883882,Gallia,Gallia,Female,Female,0,1,0,8 m,0.7,8,Adolescence,Adolescence,0,1,smooth collie mix,0,1,0,0,Large,Large,56,25.45,10/13/2020,10/5/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
400,H400,A46238098,Jackson,Jackson,Male,Male,0,0,1,8 months,0.7,8,Adolescence,Adolescence,0,1,Coonhound mix,0,1,0,0,Large,Large,48,21.82,12/9/2020,12/4/2020,0,1,short,Y,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
43,H43,A45029623,Ross,Ross,Male,Male,0,0,1,8 y,8,96,Senior,Senior,0,1,mixed breed large,0,1,0,0,Large,Large,45.5,20.68,7/8/2020,7/2/2020,1,0,Long,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
111,H111,A45366758,Scioto,Scioto,Female,Female,0,1,0,8 y,8,8,Adolescence,Adolescence,0,1,small mixed breed,0,0,0,1,Small,Small,18.5,8.41,8/24/2020,8/24/2020,0,1,short,N,Y,N,NA,NA,NA,1,NA,1,1,0,,,,,,,,,,,,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0
95/138,H95/138,A45313150,Scioto,Scioto,Male,Male,0,0,1,8 y,8,96,Senior,Senior,0,1,Terrier mix,0,0,0,1,Small,Small,13.4,6.09,8/17/2020,8/12/2020,0,1,short,N,Y,Y,1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0
76,H76,A45180115,Gallia,Gallia,Male,Male,0,0,1,8 yr,8,96,Senior,Senior,0,1,Lab retriever mix,0,1,0,0,Large,Large,59.5,27.05,7/29/2020,7/29/2020,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
188,H188,A46152152,Jackson,Jackson,Male,Male,0,0,1,8 yr,8,96,Senior,Senior,0,1,pit bull terrier,1,1,0,0,Large,Large,80,36.36,11/23/2020,11/23/2020,0,1,short,N,Y,Y,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
122,H122,A45390980,Ross,Ross,Female,Female,0,1,0,8yr ,8,96,Senior,Senior,0,1,beagle/retriever mix,0,1,0,0,Large,Large,45,20.45,8/25/2020,8/17/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
